query_pid,query_wid,s1_first,s1_ap,cov,none_n96_first,none_n96_ap,profile_cosine_n96_first,profile_cosine_n96_ap,exhaustive_dtw_n96_first,exhaustive_dtw_n96_ap,none_n384_first,none_n384_ap,profile_cosine_n384_first,profile_cosine_n384_ap,exhaustive_dtw_n384_first,exhaustive_dtw_n384_ap
P_269701,W_19903,1,0.465204281941988,7,1,0.45256358,1,0.55931203,1,0.61613021,1,0.43904687,1,0.56196354,1,0.61613021
P_269725,W_22148,786,0.0018500336487139273,0,786,0.00185003,786,0.00185003,786,0.00185003,786,0.00185003,786,0.00185003,786,0.00185003
P_269727,W_4865,23,0.017152066401131687,1,2,0.05519554,5,0.03019554,5,0.03019554,2,0.05519554,2,0.05519554,3,0.04130666
P_269729,W_11535,1409,0.0009692192046603095,0,1409,0.00096922,1409,0.00096922,1409,0.00096922,1409,0.00096922,1409,0.00096922,1409,0.00096922
P_269733,W_35188,130,0.0029971739308778528,0,130,0.00299717,130,0.00299717,130,0.00299717,130,0.00299717,130,0.00299717,130,0.00299717
P_269742,W_6102,64,0.00675261897582008,0,64,0.00675262,64,0.00675262,64,0.00675262,64,0.00675262,64,0.00675262,64,0.00675262
P_269787,W_85332,23,0.022318136021722196,1,17,0.02359691,2,0.06036161,2,0.06036161,17,0.02359691,2,0.06036161,2,0.06036161
P_26988,W_26988,4,0.1819329684492679,6,1,0.26431369,1,0.52407689,1,0.52407689,1,0.26857822,1,0.53598165,1,0.53598165
P_269893,W_40034,160,0.004286754028248949,0,160,0.00428675,160,0.00428675,160,0.00428675,160,0.00428675,160,0.00428675,160,0.00428675
P_269896,W_40034,552,0.001240728955091085,0,552,0.00124073,552,0.00124073,552,0.00124073,552,0.00124073,552,0.00124073,552,0.00124073
P_269904,W_132490,26,0.00814587487771653,1,25,0.00827408,11,0.0125165,12,0.01188519,21,0.008909,2,0.04660741,2,0.04660741
P_269905,W_132490,279,0.0018963544776269034,0,279,0.00189635,279,0.00189635,279,0.00189635,279,0.00189635,279,0.00189635,279,0.00189635
P_269906,W_132490,78,0.006444440775177892,0,78,0.00644444,78,0.00644444,78,0.00644444,78,0.00644444,78,0.00644444,78,0.00644444
P_269931,W_99743,19,0.014064021701388122,1,17,0.01458002,1,0.09301139,1,0.09301139,13,0.01608831,1,0.09301139,1,0.09301139
P_269947,W_64513,1,0.09984757216260805,1,18,0.02114387,6,0.03040313,6,0.03040313,22,0.02030212,1,0.09984757,1,0.09984757
P_270049,W_6859,163,0.003246377833413879,0,163,0.00324638,163,0.00324638,163,0.00324638,163,0.00324638,163,0.00324638,163,0.00324638
P_270065,W_64489,176,0.0038394531984169474,0,176,0.00383945,176,0.00383945,176,0.00383945,176,0.00383945,176,0.00383945,176,0.00383945
P_270083,W_26839,26,0.022757615712852352,1,1,0.10288582,5,0.03621915,5,0.03621915,1,0.10288582,1,0.10288582,1,0.10288582
P_270097,W_55442,7,0.058344604208354654,3,7,0.05449227,4,0.09906478,4,0.09906478,6,0.05531898,2,0.12842084,2,0.12842084
P_270132,W_62782,24,0.02962817814387619,1,23,0.02977914,5,0.04282262,5,0.04282262,24,0.02962818,2,0.06782262,2,0.06782262
P_270134,W_19558,3,0.04114432523700387,1,4,0.03419988,1,0.09669988,1,0.09669988,4,0.03419988,3,0.04114433,3,0.04114433
P_270135,W_64650,69,0.005803760357932498,0,69,0.00580376,69,0.00580376,69,0.00580376,69,0.00580376,69,0.00580376,69,0.00580376
P_270170,W_132541,93,0.005816920683366832,0,93,0.00581692,93,0.00581692,93,0.00581692,93,0.00581692,93,0.00581692,93,0.00581692
P_270172,W_132541,114,0.004446258319712708,0,114,0.00444626,114,0.00444626,114,0.00444626,114,0.00444626,114,0.00444626,114,0.00444626
P_270176,W_122729,198,0.009824704737994372,0,198,0.0098247,198,0.0098247,198,0.0098247,198,0.0098247,198,0.0098247,198,0.0098247
P_270177,W_19558,61,0.01610432740302872,0,61,0.01610433,61,0.01610433,61,0.01610433,61,0.01610433,61,0.01610433,61,0.01610433
P_270178,W_64648,101,0.0065801422382979055,0,101,0.00658014,101,0.00658014,101,0.00658014,101,0.00658014,101,0.00658014,101,0.00658014
P_270190,W_6097,26,0.028420493439311034,1,24,0.02868759,6,0.03910425,6,0.03910425,24,0.02868759,7,0.03712013,7,0.03712013
P_270216,W_59954,61,0.014682809595294881,0,61,0.01468281,61,0.01468281,61,0.01468281,61,0.01468281,61,0.01468281,61,0.01468281
P_270255,W_64651,42,0.004742105344621723,0,42,0.00474211,42,0.00474211,42,0.00474211,42,0.00474211,42,0.00474211,42,0.00474211
P_270257,W_64627,59,0.007537751700953939,0,59,0.00753775,59,0.00753775,59,0.00753775,59,0.00753775,59,0.00753775,59,0.00753775
P_270279,W_21528,347,0.0020727463399654593,0,347,0.00207275,347,0.00207275,347,0.00207275,347,0.00207275,347,0.00207275,347,0.00207275
P_270285,W_132541,212,0.004632127604945964,0,212,0.00463213,212,0.00463213,212,0.00463213,212,0.00463213,212,0.00463213,212,0.00463213
P_270288,W_62782,73,0.017065463087574236,0,73,0.01706546,73,0.01706546,73,0.01706546,73,0.01706546,73,0.01706546,73,0.01706546
P_270290,W_62782,62,0.007911086390175655,0,62,0.00791109,62,0.00791109,62,0.00791109,62,0.00791109,62,0.00791109,62,0.00791109
P_27030,W_5655,192,0.004794695022334319,0,192,0.0047947,192,0.0047947,192,0.0047947,192,0.0047947,192,0.0047947,192,0.0047947
P_270313,W_24522,904,0.0015181735581297855,0,904,0.00151817,904,0.00151817,904,0.00151817,904,0.00151817,904,0.00151817,904,0.00151817
P_270331,W_22945,28,0.02170167316469745,1,5,0.03539215,22,0.02251336,14,0.02467786,1,0.10205882,13,0.02513574,6,0.03261437
P_270414,W_132541,221,0.003865966782597987,0,221,0.00386597,221,0.00386597,221,0.00386597,221,0.00386597,221,0.00386597,221,0.00386597
P_270419,W_132490,58,0.008535437950710378,0,58,0.00853544,58,0.00853544,58,0.00853544,58,0.00853544,58,0.00853544,58,0.00853544
P_270420,W_132490,335,0.002017626664316804,0,335,0.00201763,335,0.00201763,335,0.00201763,335,0.00201763,335,0.00201763,335,0.00201763
P_27064,W_69914,14,0.01659638199893245,2,4,0.03478421,2,0.0574694,2,0.0574694,1,0.09728421,2,0.0615098,2,0.0615098
P_27065,W_69914,3,0.039944502876011735,2,1,0.09649212,3,0.04379604,1,0.0993516,1,0.09649212,2,0.06070152,1,0.10236819
P_270657,W_5549,109,0.009242187382768306,0,109,0.00924219,109,0.00924219,109,0.00924219,109,0.00924219,109,0.00924219,109,0.00924219
P_27068,W_69914,14,0.02537412798095399,2,1,0.17731648,1,0.17731648,1,0.17731648,1,0.17731648,1,0.17731648,1,0.17731648
P_27070,W_69914,44,0.01254043400220218,0,44,0.01254043,44,0.01254043,44,0.01254043,44,0.01254043,44,0.01254043,44,0.01254043
P_27071,W_69914,2,0.12030306552342124,3,1,0.14956894,1,0.15385815,1,0.19552482,1,0.14956894,1,0.20859672,1,0.20859672
P_270758,W_23767,29,0.025150376417611035,1,10,0.03061015,13,0.02868707,15,0.02783237,12,0.02922126,4,0.04311015,4,0.04311015
P_270763,W_27913,197,0.0034981894746736273,0,197,0.00349819,197,0.00349819,197,0.00349819,197,0.00349819,197,0.00349819,197,0.00349819
P_270809,W_20639,1,0.3582357334435006,5,1,0.42565096,1,0.35883548,1,0.35591473,1,0.47723826,1,0.47723826,1,0.47723826
P_270827,W_3145,1,0.5823483005801889,8,1,0.28832068,1,0.53274513,1,0.57830224,1,0.30760173,1,0.56451394,1,0.58555343
P_270939,W_132642,2,0.06200746503798369,1,12,0.02728524,2,0.06200747,2,0.06200747,10,0.02867413,1,0.10367413,1,0.10367413
P_270940,W_132642,2,0.08468629189415135,3,12,0.05472597,10,0.04761919,10,0.04830601,11,0.05466284,4,0.05978981,4,0.05978981
P_270941,W_132642,14,0.03297259436011094,2,12,0.02929512,14,0.03088926,14,0.03049244,12,0.02929512,11,0.03398323,12,0.03231992
P_271176,W_4694,530,0.0023852867224613545,0,530,0.00238529,530,0.00238529,530,0.00238529,530,0.00238529,530,0.00238529,530,0.00238529
P_271177,W_7581,137,0.0029055493308956346,0,137,0.00290555,137,0.00290555,137,0.00290555,137,0.00290555,137,0.00290555,137,0.00290555
P_271178,W_10850,426,0.0017896132062977025,0,426,0.00178961,426,0.00178961,426,0.00178961,426,0.00178961,426,0.00178961,426,0.00178961
P_271180,W_58781,203,0.003175416879213222,0,203,0.00317542,203,0.00317542,203,0.00317542,203,0.00317542,203,0.00317542,203,0.00317542
P_271210,W_132686,11,0.0431113106500621,2,7,0.04579558,10,0.04138873,10,0.04102798,8,0.04479481,12,0.04132259,8,0.04386889
P_271211,W_56366,350,0.0016834640372074812,0,350,0.00168346,350,0.00168346,350,0.00168346,350,0.00168346,350,0.00168346,350,0.00168346
P_271214,W_132686,66,0.012842967734083423,0,66,0.01284297,66,0.01284297,66,0.01284297,66,0.01284297,66,0.01284297,66,0.01284297
P_271219,W_132686,27,0.00467708308762621,1,15,0.00714622,20,0.00575733,17,0.00649262,15,0.00714622,21,0.00555892,19,0.00597663
P_271221,W_132686,10,0.011342800508741943,1,22,0.00679735,27,0.00609589,26,0.0062146,22,0.00679735,25,0.0063428,26,0.0062146
P_271222,W_43012,79,0.012017870318568845,0,79,0.01201787,79,0.01201787,79,0.01201787,79,0.01201787,79,0.01201787,79,0.01201787
P_27126,W_48,1,0.11312968966480398,2,5,0.03411734,1,0.10127784,1,0.10127784,4,0.03806355,1,0.10254768,1,0.10254768
P_271299,W_132686,63,0.011722788557628356,0,63,0.01172279,63,0.01172279,63,0.01172279,63,0.01172279,63,0.01172279,63,0.01172279
P_271308,W_580,159,0.004562389342427013,0,159,0.00456239,159,0.00456239,159,0.00456239,159,0.00456239,159,0.00456239,159,0.00456239
P_271341,W_15385,736,0.0016344938088801019,0,736,0.00163449,736,0.00163449,736,0.00163449,736,0.00163449,736,0.00163449,736,0.00163449
P_271426,W_29045,392,0.002705187207834875,0,392,0.00270519,392,0.00270519,392,0.00270519,392,0.00270519,392,0.00270519,392,0.00270519
P_271438,W_64651,1185,0.0018514549685865892,0,1185,0.00185145,1185,0.00185145,1185,0.00185145,1185,0.00185145,1185,0.00185145,1185,0.00185145
P_271441,W_10641,150,0.005354909096682181,0,150,0.00535491,150,0.00535491,150,0.00535491,150,0.00535491,150,0.00535491,150,0.00535491
P_271442,W_64649,33,0.006970771816150876,0,33,0.00697077,33,0.00697077,33,0.00697077,33,0.00697077,33,0.00697077,33,0.00697077
P_271451,W_132642,32,0.008552733942062705,0,32,0.00855273,32,0.00855273,32,0.00855273,32,0.00855273,32,0.00855273,32,0.00855273
P_271454,W_132686,47,0.006314862931670148,0,47,0.00631486,47,0.00631486,47,0.00631486,47,0.00631486,47,0.00631486,47,0.00631486
P_271456,W_132686,29,0.02348278720015946,1,22,0.0243971,28,0.02358541,22,0.0243971,22,0.0243971,25,0.02394256,18,0.02523885
P_271462,W_132686,19,0.023272558955538994,2,29,0.02090546,12,0.03053189,12,0.03053189,29,0.02090546,15,0.02844856,15,0.02844856
P_27157,W_7032,1,0.6624289788268284,9,3,0.26227076,1,0.64700551,1,0.6452198,3,0.26900554,1,0.68906901,1,0.68687602
P_271597,W_123334,6,0.043463044481374974,3,5,0.06307267,1,0.13629044,1,0.13629044,5,0.06704093,1,0.13721637,1,0.1361747
P_27164,W_27164,104,0.005327560911293419,0,104,0.00532756,104,0.00532756,104,0.00532756,104,0.00532756,104,0.00532756,104,0.00532756
P_27165,W_27164,239,0.005597525880518427,0,239,0.00559753,239,0.00559753,239,0.00559753,239,0.00559753,239,0.00559753,239,0.00559753
P_27167,W_4849,32,0.010546386809322725,0,32,0.01054639,32,0.01054639,32,0.01054639,32,0.01054639,32,0.01054639,32,0.01054639
P_271672,W_22926,84,0.00924469258631138,0,84,0.00924469,84,0.00924469,84,0.00924469,84,0.00924469,84,0.00924469,84,0.00924469
P_271685,W_32595,1,0.20482646789415718,2,1,0.15482647,2,0.1131598,3,0.09927091,1,0.15482647,2,0.12149313,3,0.10760425
P_27172,W_7245,4,0.09691560219061912,3,12,0.09048622,26,0.07613053,11,0.08078851,11,0.09039974,11,0.08109639,11,0.08056805
P_271933,W_10906,50,0.0099139705728446,0,50,0.00991397,50,0.00991397,50,0.00991397,50,0.00991397,50,0.00991397,50,0.00991397
P_271939,W_2911,463,0.0031465054522251726,0,463,0.00314651,463,0.00314651,463,0.00314651,463,0.00314651,463,0.00314651,463,0.00314651
P_271940,W_6441,3021,0.001012222173819773,0,3021,0.00101222,3021,0.00101222,3021,0.00101222,3021,0.00101222,3021,0.00101222,3021,0.00101222
P_271946,W_11534,2,0.07159526277103025,2,1,0.11409735,22,0.03152709,7,0.04370077,1,0.11458468,18,0.0325741,6,0.04514024
P_271947,W_132541,284,0.0038700599578946836,0,284,0.00387006,284,0.00387006,284,0.00387006,284,0.00387006,284,0.00387006,284,0.00387006
P_271980,W_11534,3,0.029213619036902796,1,14,0.00738822,18,0.00606547,18,0.00606547,15,0.0069914,16,0.00664417,16,0.00664417
P_271983,W_11534,1,0.2690959634039565,5,16,0.07585016,1,0.23817133,1,0.23817133,16,0.07529901,1,0.31973699,1,0.31973699
P_272,W_272,1,0.8228024524604057,10,1,0.42154087,1,0.82280245,1,0.82280245,1,0.4480658,1,0.83070289,1,0.83070289
P_272275,W_31383,27,0.06675701491363616,2,7,0.07927906,8,0.07686504,8,0.07646821,6,0.08180785,5,0.09144837,5,0.09144837
P_272323,W_6093,2,0.198487272268423,4,1,0.22910548,1,0.36872537,1,0.36872537,1,0.22854993,1,0.36872537,1,0.36872537
P_272476,W_41771,2,0.06269593282316675,2,1,0.1043626,1,0.1793626,1,0.1793626,1,0.1048012,1,0.1793626,1,0.1793626
P_272515,W_13222,7,0.035146188302073667,2,2,0.06724727,1,0.10706209,1,0.10657476,2,0.06895668,1,0.11062334,1,0.11062334
P_27252,W_3092,4,0.03351846827122227,1,22,0.01647301,26,0.01589026,26,0.01589026,23,0.01630832,25,0.01601847,25,0.01601847
P_272793,W_132900,1,0.4695715696710174,9,1,0.63489162,1,0.49780498,1,0.49263007,1,0.63609935,1,0.57338368,1,0.57035338
P_27289,W_3174,3,0.09689203530170837,3,2,0.1579327,1,0.22673857,1,0.22673857,2,0.1579327,1,0.23734865,1,0.23734865
P_272964,W_132900,1,0.48399954662501105,9,1,0.68953623,1,0.5365992,1,0.51500679,1,0.68424985,1,0.5782039,1,0.5782039
P_27314,W_7257,130,0.0031697127750138603,0,130,0.00316971,130,0.00316971,130,0.00316971,130,0.00316971,130,0.00316971,130,0.00316971
P_273212,W_4812,130,0.008775712130783262,0,130,0.00877571,130,0.00877571,130,0.00877571,130,0.00877571,130,0.00877571,130,0.00877571
P_273223,W_4865,460,0.0040903911472772265,0,460,0.00409039,460,0.00409039,460,0.00409039,460,0.00409039,460,0.00409039,460,0.00409039
P_273233,W_15300,1,0.3594651850469082,7,6,0.23915018,1,0.55326256,1,0.55326256,5,0.23796374,1,0.63507473,1,0.63507473
P_27328,W_27328,2,0.05476291062819669,1,29,0.01596981,1,0.09642958,1,0.09642958,29,0.01596981,2,0.05476291,2,0.05476291
P_273302,W_26542,133,0.0034539241345192605,0,133,0.00345392,133,0.00345392,133,0.00345392,133,0.00345392,133,0.00345392,133,0.00345392
P_273316,W_65381,482,0.0022091498714726116,0,482,0.00220915,482,0.00220915,482,0.00220915,482,0.00220915,482,0.00220915,482,0.00220915
P_273330,W_26461,279,0.001446395557487281,0,279,0.0014464,279,0.0014464,279,0.0014464,279,0.0014464,279,0.0014464,279,0.0014464
P_27342,W_10212,101,0.0033830419522601005,0,101,0.00338304,101,0.00338304,101,0.00338304,101,0.00338304,101,0.00338304,101,0.00338304
P_273427,W_13693,436,0.0012308165104478422,0,436,0.00123082,436,0.00123082,436,0.00123082,436,0.00123082,436,0.00123082,436,0.00123082
P_27345,W_10212,2,0.07945194093325657,2,1,0.11963051,1,0.1647694,1,0.15088051,1,0.12111861,1,0.19254718,1,0.19254718
P_273591,W_132987,106,0.006062840558239322,0,106,0.00606284,106,0.00606284,106,0.00606284,106,0.00606284,106,0.00606284,106,0.00606284
P_273651,W_58781,1304,0.0013987776050517363,0,1304,0.00139878,1304,0.00139878,1304,0.00139878,1304,0.00139878,1304,0.00139878,1304,0.00139878
P_273658,W_119680,147,0.00799146813895709,0,147,0.00799147,147,0.00799147,147,0.00799147,147,0.00799147,147,0.00799147,147,0.00799147
P_273766,W_123334,10,0.040877060330622,2,3,0.0603215,10,0.04809207,10,0.04809207,2,0.07504582,4,0.06210722,4,0.06210722
P_273779,W_123334,39,0.00903693611719761,0,39,0.00903694,39,0.00903694,39,0.00903694,39,0.00903694,39,0.00903694,39,0.00903694
P_273799,W_123334,83,0.012661705658296137,0,83,0.01266171,83,0.01266171,83,0.01266171,83,0.01266171,83,0.01266171,83,0.01266171
P_274061,W_1362,30,0.024015442674284404,1,1,0.104571,1,0.104571,1,0.104571,1,0.104571,1,0.104571,1,0.104571
P_274303,W_42997,16,0.014650434062569164,1,21,0.01341035,13,0.01585236,13,0.01585236,20,0.01360877,14,0.01539448,14,0.01539448
P_274309,W_42997,174,0.002928059220860811,0,174,0.00292806,174,0.00292806,174,0.00292806,174,0.00292806,174,0.00292806,174,0.00292806
P_274316,W_42997,6,0.02144515826818884,1,3,0.03533405,4,0.0283896,5,0.02422294,5,0.02422294,14,0.01350865,14,0.01350865
P_274328,W_2158,342,0.003952534913556665,0,342,0.00395253,342,0.00395253,342,0.00395253,342,0.00395253,342,0.00395253,342,0.00395253
P_274362,W_115814,417,0.0035669625116497156,0,417,0.00356696,417,0.00356696,417,0.00356696,417,0.00356696,417,0.00356696,417,0.00356696
P_274468,W_41771,4,0.10079214959431583,4,21,0.04679722,1,0.34662548,1,0.34662548,21,0.04685246,1,0.34662548,1,0.34662548
P_274470,W_111906,71,0.004922054546728799,0,71,0.00492205,71,0.00492205,71,0.00492205,71,0.00492205,71,0.00492205,71,0.00492205
P_274516,W_11850,11,0.010543682558779771,1,9,0.01222718,1,0.08630126,1,0.08630126,9,0.01222718,1,0.08630126,1,0.08630126
P_274522,W_11850,30,0.009612725657680357,1,6,0.02072384,18,0.01146458,19,0.01122091,6,0.02072384,16,0.01204328,17,0.01173691
P_27477,W_27477,4,0.11042816790628694,3,2,0.13257453,1,0.19265497,1,0.19128134,2,0.1234242,1,0.21905912,1,0.21905912
P_27488,W_8696,1,0.6929065980844094,9,2,0.24897072,8,0.23444847,8,0.22771337,1,0.28981118,4,0.27600947,4,0.27452726
P_27501,W_11779,118,0.005906458516453086,0,118,0.00590646,118,0.00590646,118,0.00590646,118,0.00590646,118,0.00590646,118,0.00590646
P_27508,W_401,8,0.0566233661125752,3,3,0.06544672,9,0.05772185,9,0.05772185,4,0.05850227,5,0.0627316,5,0.0627316
P_275091,W_3497,284,0.0032814218755394878,0,284,0.00328142,284,0.00328142,284,0.00328142,284,0.00328142,284,0.00328142,284,0.00328142
P_27514,W_8339,3,0.052099713116615994,2,1,0.18221667,1,0.11740186,1,0.11740186,1,0.18221667,1,0.15443889,1,0.15443889
P_275174,W_115249,1,0.08626451774928061,1,1,0.08626452,1,0.08626452,1,0.08626452,1,0.08626452,1,0.08626452,1,0.08626452
P_275179,W_102577,706,0.001462965591959577,0,706,0.00146297,706,0.00146297,706,0.00146297,706,0.00146297,706,0.00146297,706,0.00146297
P_275186,W_3245,119,0.007620430914380777,0,119,0.00762043,119,0.00762043,119,0.00762043,119,0.00762043,119,0.00762043,119,0.00762043
P_275232,W_5141,4,0.04031346499819207,1,26,0.02268526,1,0.10281346,1,0.10281346,26,0.02268526,1,0.10281346,1,0.10281346
P_275271,W_8824,22,0.03483984979339635,1,15,0.03660753,1,0.1143853,1,0.1143853,15,0.03660753,1,0.1143853,1,0.1143853
P_275387,W_121495,6,0.09408339070933829,3,1,0.29745641,2,0.16203974,2,0.16203974,1,0.29745641,2,0.19467863,2,0.19467863
P_275410,W_113615,50,0.023712703924513814,0,50,0.0237127,50,0.0237127,50,0.0237127,50,0.0237127,50,0.0237127,50,0.0237127
P_275595,W_13873,10,0.02217034339740703,1,1,0.09717034,1,0.09717034,1,0.09717034,1,0.09717034,1,0.09717034,1,0.09717034
P_275596,W_12031,10,0.015056701355182061,1,15,0.01227892,6,0.02061226,4,0.0275567,12,0.01366781,8,0.01714003,4,0.0275567
P_275597,W_8203,480,0.0021649470860983853,0,480,0.00216495,480,0.00216495,480,0.00216495,480,0.00216495,480,0.00216495,480,0.00216495
P_275598,W_13875,16,0.008873446744501043,1,1,0.08699845,1,0.08699845,1,0.08699845,1,0.08699845,1,0.08699845,1,0.08699845
P_275599,W_10849,1,0.10586390121840102,1,1,0.1058639,1,0.1058639,1,0.1058639,1,0.1058639,1,0.1058639,1,0.1058639
P_275601,W_11657,2,0.1033874231283311,2,8,0.07213742,1,0.14439096,1,0.14481667,8,0.07213742,1,0.14419939,1,0.14419939
P_275602,W_12792,322,0.006002627073570587,0,322,0.00600263,322,0.00600263,322,0.00600263,322,0.00600263,322,0.00600263,322,0.00600263
P_275680,W_7084,4794,0.0008512313509702177,0,4794,0.00085123,4794,0.00085123,4794,0.00085123,4794,0.00085123,4794,0.00085123,4794,0.00085123
P_275830,W_12795,42,0.0038158291365673236,0,42,0.00381583,42,0.00381583,42,0.00381583,42,0.00381583,42,0.00381583,42,0.00381583
P_275831,W_21817,693,0.0017488879397276806,0,693,0.00174889,693,0.00174889,693,0.00174889,693,0.00174889,693,0.00174889,693,0.00174889
P_275832,W_11352,100,0.012690629626603557,0,100,0.01269063,100,0.01269063,100,0.01269063,100,0.01269063,100,0.01269063,100,0.01269063
P_2759,W_2759,53,0.01333851469884337,0,53,0.01333851,53,0.01333851,53,0.01333851,53,0.01333851,53,0.01333851,53,0.01333851
P_275953,W_6441,115,0.002741270545728279,0,115,0.00274127,115,0.00274127,115,0.00274127,115,0.00274127,115,0.00274127,115,0.00274127
P_27602,W_1409,1,0.2586504212618288,5,11,0.08614775,1,0.44785497,1,0.44785497,11,0.08484056,1,0.44785497,1,0.44785497
P_27604,W_22948,98,0.003131116217346021,0,98,0.00313112,98,0.00313112,98,0.00313112,98,0.00313112,98,0.00313112,98,0.00313112
P_27608,W_8696,1,0.5339974524059224,8,1,0.29307935,3,0.24142078,3,0.23284145,1,0.2856146,1,0.36486825,1,0.33350379
P_27609,W_462,3,0.13832648180407747,5,1,0.41162753,6,0.16024907,6,0.15725864,1,0.41162753,1,0.37591325,1,0.3718014
P_276212,W_121495,7,0.12974972395164044,4,3,0.16804337,3,0.15870231,3,0.15870231,3,0.16804337,2,0.20713068,2,0.20713068
P_27641,W_27641,3,0.03475362612347858,1,30,0.00975363,29,0.00984941,29,0.00984941,30,0.00975363,29,0.00984941,29,0.00984941
P_276435,W_4846,61,0.005637646860124152,0,61,0.00563765,61,0.00563765,61,0.00563765,61,0.00563765,61,0.00563765,61,0.00563765
P_276448,W_303,12,0.030941976269574206,2,5,0.04562452,1,0.14205309,1,0.14205309,4,0.04979118,1,0.13371975,1,0.13371975
P_27651,W_383,120,0.00813997822405018,0,120,0.00813998,120,0.00813998,120,0.00813998,120,0.00813998,120,0.00813998,120,0.00813998
P_276515,W_32711,14,0.013362878194955956,1,28,0.01038669,1,0.09074383,1,0.09074383,28,0.01038669,1,0.09074383,1,0.09074383
